DateTime,BasicIncidentType,BasicPropertyUse,CivilianCasualtySeverity,CauseOfInjury,HumanFactorsContributingToInjury,ActivityWhenInjured,AreaOfFireOrigin,CauseOfIgnition,DetectorPresence,FireJurisdictionBoundaries,CivilianCasualtyCount
3/11/24 19:45,111 - Building fire,429 - Multifamily dwelling,Moderate,"0 - Cause of injury, other",Not Reported,Not Reported,"Common room, den, family room, living room, lounge",Unintentional,1 - Present,Roseburg Fire Department,1
3/13/24 21:05,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,N - Not Reported,Not Reported,Not Reported,"Dining room, cafeteria, bar area, beverage service",Unintentional,N - None present,Baker City FD,1
3/13/24 23:35,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,None,Returning to vicinity of fire before control of fire,"Vehicle storage area; garage, carport",Unintentional,1 - Present,Columbia River Fire & Rescue,1
3/15/24 3:13,1120 - Tent Fire/Undersheltered,"962 - Residential street, road or residential driveway",Moderate,1 - Exposed to fire products,Possibly mentally disabled,"Activity, other",Bedroom - < 5 persons; included are jail or prison,Unintentional,N - None present,Portland Fire & Rescue,1
3/15/24 14:22,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,None,Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
3/18/24 0:00,NNN - Not Reported,U - Unknown,Fatality,N - Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,N - Not Reported,No District,1
3/21/24 1:16,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,N - Not Reported,Not Reported,Not Reported,"Storage area, other",Intentional,N - None present,Clackamas Fire District #1,1
3/21/24 15:42,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,None,Undetermined,Bedroom - < 5 persons; included are jail or prison,Cause undetermined after investigation,U - Undetermined,Sutherlin Fire Department,1
3/21/24 15:42,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,None,Undetermined,Bedroom - < 5 persons; included are jail or prison,Cause undetermined after investigation,U - Undetermined,Sutherlin Fire Department,1
3/21/24 15:42,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,None,Undetermined,Bedroom - < 5 persons; included are jail or prison,Cause undetermined after investigation,U - Undetermined,Sutherlin Fire Department,1
3/25/24 14:05,111 - Building fire,429 - Multifamily dwelling,Moderate,3 - Jumped in escape attempt,Not Reported,Escaping,"Entranceway, lobby",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
3/25/24 14:05,111 - Building fire,429 - Multifamily dwelling,Minor,U - Undetermined,Not Reported,Escaping,"Entranceway, lobby",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
3/25/24 14:05,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Rescue attempt,"Entranceway, lobby",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
3/25/24 14:05,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Rescue attempt,"Entranceway, lobby",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
3/25/24 14:05,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Fire control,"Entranceway, lobby",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
3/25/24 14:05,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Escaping,"Entranceway, lobby",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
3/25/24 14:05,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Fire control,"Entranceway, lobby",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
3/25/24 14:05,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Escaping,"Entranceway, lobby",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
3/27/24 12:10,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,1 - Exposed to fire products,None,Escaping,Undetermined,Unintentional,U - Undetermined,Salem Fire Department,1
3/27/24 17:38,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,1 - Exposed to fire products,Not Reported,"Activity, other","Common room, den, family room, living room, lounge",Unintentional,U - Undetermined,Silverton RFPD,1
4/2/24 14:21,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,Not Reported,Not Reported,"Exterior balcony, unenclosed porch",Intentional,U - Undetermined,Medford Fire Department,1
4/5/24 16:07,131 - Passenger vehicle fire,419 - 1 or 2 family dwelling,Minor,N - Not Reported,None,Not Reported,"Engine area, running gear, wheel area",Cause undetermined after investigation,N - Not Reported,Clackamas Fire District #1,1
4/5/24 19:52,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,2 - Exposed to hazardous materials or toxic fumes other than smoke,None,Returning to vicinity of fire before control of fire,Bedroom - < 5 persons; included are jail or prison,Cause under investigation,1 - Present,Roseburg Fire Department,1
4/7/24 19:25,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,Possibly mentally disabled,Fire control,Bedroom - < 5 persons; included are jail or prison,Unintentional,N - None present,Portland Fire & Rescue,1
4/8/24 5:16,1120 - Tent Fire/Undersheltered,951 - Railroad right-of-way,Moderate,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,Bedroom - < 5 persons; included are jail or prison,Unintentional,N - None present,Portland Fire & Rescue,1
4/10/24 5:50,"100 - Fire, other","439 - Boarding/rooming house, residential hotels",Minor,1 - Exposed to fire products,"Asleep, no known impairment,Possibly impaired by alcohol,Possibly impaired by other drug or chemical",Sleeping,"Open area, outside; included are farmland, field",Unintentional,N - Not Reported,Corvallis Fire Department,1
4/10/24 17:02,1120 - Tent Fire/Undersheltered,"900 - Outside or special property, other",Severe,1 - Exposed to fire products,Possibly impaired by alcohol,Unable to act,Bedroom - < 5 persons; included are jail or prison,Unintentional,N - None present,Portland Fire & Rescue,1
4/17/24 5:11,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,"Asleep, no known impairment",Escaping,"Common room, den, family room, living room, lounge",Unintentional,N - None present,Grants Pass Fire & Rescue,1
4/17/24 16:35,111 - Building fire,"700 - Manufacturing, Processing",Moderate,N - Not Reported,Not Reported,Not Reported,"Outside area, other",Unintentional,N - None present,Medford RFPD,1
4/18/24 5:36,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,None,Fire control,Bedroom - < 5 persons; included are jail or prison,Intentional,1 - Present,Salem Fire Department,1
4/19/24 11:40,111 - Building fire,429 - Multifamily dwelling,Moderate,N - Not Reported,Not Reported,Not Reported,"Exterior balcony, unenclosed porch",Unintentional,1 - Present,Gresham Fire Department,1
4/22/24 10:27,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,"Asleep, no known impairment",Escaping,"Bathroom, checkroom, lavatory, locker room",Intentional,1 - Present,Grants Pass Fire & Rescue,1
4/22/24 10:27,111 - Building fire,419 - 1 or 2 family dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Bathroom, checkroom, lavatory, locker room",Intentional,1 - Present,Grants Pass Fire & Rescue,1
4/22/24 20:39,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,N - Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,N - Not Reported,Medford Fire Department,1
4/25/24 0:00,NNN - Not Reported,U - Unknown,Fatality,N - Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,N - Not Reported,No District,1
4/29/24 12:31,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Not Reported,Irrational act,"Entranceway, lobby",Unintentional,1 - Present,Grants Pass Fire & Rescue,1
4/29/24 19:47,111 - Building fire,419 - 1 or 2 family dwelling,Minor,7 - Struck by or contact with object,None,Fire control,"Storage area, other",Cause undetermined after investigation,U - Undetermined,North Lincoln Fire & Rescue District #1,1
4/30/24 8:48,"122 - Fire in motor home, camper, recreational vehicle",963 - Street or road in commercial area,Fatality,1 - Exposed to fire products,"Asleep, no known impairment,Physically restrained",Escaping,"Vehicle area, other",Unintentional,1 - Present,Portland Fire & Rescue,1
5/2/24 0:54,111 - Building fire,419 - 1 or 2 family dwelling,Severe,1 - Exposed to fire products,Not Reported,Sleeping,Bedroom - < 5 persons; included are jail or prison,Unintentional,N - None present,Coos Bay Fire & Rescue,1
5/2/24 0:54,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,"Asleep, no known impairment",Unable to act,Bedroom - < 5 persons; included are jail or prison,Unintentional,N - None present,Coos Bay Fire & Rescue,1
5/3/24 1:03,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,N - Not Reported,Physically disabled,Escaping,"Common room, den, family room, living room, lounge",Unintentional,1 - Present,Hillsboro Fire & Rescue,1
5/4/24 14:59,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,"Asleep, no known impairment",Sleeping,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Portland Fire & Rescue,1
5/5/24 17:30,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Unattended or unsupervised person,Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Depoe Bay RFPD,1
5/8/24 11:49,162 - Outside equipment fire,459 - Residential board and care,Minor,1 - Exposed to fire products,None,Undetermined,"Exterior balcony, unenclosed porch",Failure of equipment or heat source,N - Not Reported,Grants Pass Fire & Rescue,1
5/9/24 10:03,132 - Road freight or transport vehicle fire,"000 - Property Use, other",Moderate,1 - Exposed to fire products,Physically disabled,Fire control,Not Reported,Not Reported,N - Not Reported,Multnomah County Fire District #10,1
5/10/24 20:21,111 - Building fire,429 - Multifamily dwelling,Fatality,1 - Exposed to fire products,Physically disabled,Returning to vicinity of fire before control of fire,"Common room, den, family room, living room, lounge",Unintentional,1 - Present,Umatilla RFPD,1
5/11/24 19:14,111 - Building fire,419 - 1 or 2 family dwelling,Undetermined,1 - Exposed to fire products,Not Reported,Not Reported,"Cooking area, kitchen",Unintentional,1 - Present,Clackamas Fire District #1,1
5/12/24 13:33,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,N - Not Reported,Not Reported,Not Reported,"Function areas, other","Cause, other (System generated code only, not used for data entry)",U - Undetermined,Klamath County Fire District No. 1,1
5/12/24 15:32,"122 - Fire in motor home, camper, recreational vehicle",961 - Highway or divided highway,Minor,N - Not Reported,Not Reported,Not Reported,"Engine area, running gear, wheel area",Unintentional,U - Undetermined,Lebanon Fire District,1
5/12/24 15:32,"122 - Fire in motor home, camper, recreational vehicle",961 - Highway or divided highway,Moderate,N - Not Reported,Not Reported,Not Reported,"Engine area, running gear, wheel area",Unintentional,U - Undetermined,Lebanon Fire District,1
5/12/24 17:15,111 - Building fire,429 - Multifamily dwelling,Fatality,1 - Exposed to fire products,Possibly mentally disabled,Not Reported,Bedroom - < 5 persons; included are jail or prison,Intentional,N - None present,Eugene Springfield Fire,1
5/16/24 8:13,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,U - Undetermined,Physically disabled,Not Reported,Bedroom - < 5 persons; included are jail or prison,Unintentional,U - Undetermined,Mid-Columbia Fire & Rescue,1
5/16/24 15:03,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Returning to vicinity of fire before control of fire,"Exterior balcony, unenclosed porch",Unintentional,1 - Present,Medford Fire Department,1
5/16/24 15:03,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Not Reported,Returning to vicinity of fire before control of fire,"Exterior balcony, unenclosed porch",Unintentional,1 - Present,Medford Fire Department,1
5/17/24 8:08,132 - Road freight or transport vehicle fire,"962 - Residential street, road or residential driveway",Minor,N - Not Reported,Not Reported,Not Reported,"Engine area, running gear, wheel area",Unintentional,N - Not Reported,Rural Metro Fire Department,1
5/17/24 17:39,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,None,Not Reported,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Keizer Fire District,1
5/19/24 0:00,NNN - Not Reported,U - Unknown,Fatality,N - Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,N - Not Reported,No District,1
5/19/24 1:25,111 - Building fire,459 - Residential board and care,Fatality,U - Undetermined,Not Reported,Not Reported,Undetermined,Cause undetermined after investigation,1 - Present,Lebanon Fire District,1
5/20/24 13:48,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Portland Fire & Rescue,1
5/21/24 12:36,135 - Aircraft fire,972 - Aircraft runway,Moderate,1 - Exposed to fire products,None,Escaping,"Engine area, running gear, wheel area",Cause under investigation,N - Not Reported,Ontario Fire Department,1
5/23/24 0:00,NNN - Not Reported,U - Unknown,Fatality,N - Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,N - Not Reported,No District,1
5/23/24 17:52,112 - Fires in structure other than in a building,"449 - Hotel/motel, commercial",Severe,1 - Exposed to fire products,None,Irrational act,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Portland Fire & Rescue,1
5/24/24 16:32,142 - Brush or brush-and-grass mixture fire,419 - 1 or 2 family dwelling,Minor,U - Undetermined,"Possibly mentally disabled,Unattended or unsupervised person",Undetermined,"Wildland, woods",Cause under investigation,N - Not Reported,Illinois Valley RFPD,1
5/24/24 17:48,"116 - Fuel burner/boiler malfunction, fire confined","519 - Food and beverage sales, grocery store",Moderate,1 - Exposed to fire products,Not Reported,"Activity, other",Not Reported,Not Reported,N - Not Reported,Lake Oswego Fire Department,1
